registrant,client,q_income,cite_uuid,registration_only,terminated_same_q,lda_public_url
"THE GIBSON GROUP, LLC","Netflix, Inc.",10000,f01adad1-cc59-4c8d-9616-6687983d787b,False,False,https://lda.senate.gov/filings/public/filing/f01adad1-cc59-4c8d-9616-6687983d787b/print/
CAPITOL VIEW PARTNERS,New Ways to Work,10000,b0c8f8ae-f4e4-4c8c-95c2-aca1e913bc38,False,False,https://lda.senate.gov/filings/public/filing/b0c8f8ae-f4e4-4c8c-95c2-aca1e913bc38/print/
"HILL EAST GROUP, LLC","New York Embroidery Studio, Inc.",10000,92a672e9-d5f4-4810-bb8b-da12a33fa181,False,False,https://lda.senate.gov/filings/public/filing/92a672e9-d5f4-4810-bb8b-da12a33fa181/print/
SQUIRE PATTON BOGGS,"OCSIAI GROUP, S.A.",10000,8b65db61-ee75-4518-954b-c14d2e0bd44a,False,False,https://lda.senate.gov/filings/public/filing/8b65db61-ee75-4518-954b-c14d2e0bd44a/print/
VALCOUR LLC,OLD WEST MINING & MINERALS,10000,ddfa07f3-5d34-409c-b835-c804ae72e0dc,False,False,https://lda.senate.gov/filings/public/filing/ddfa07f3-5d34-409c-b835-c804ae72e0dc/print/
GREEN MOUNTAIN STRATEGIES LLC DC,ONELEGACY,10000,11d6eab3-f59f-4a2d-8efd-c45d7d5b8880,False,False,https://lda.senate.gov/filings/public/filing/11d6eab3-f59f-4a2d-8efd-c45d7d5b8880/print/
CAPITOL HILL COMMUNICATIONS,Orion Power,10000,59ec269b-7758-41f8-9dde-6e0bbd975b2d,False,False,https://lda.senate.gov/filings/public/filing/59ec269b-7758-41f8-9dde-6e0bbd975b2d/print/
FOLEY HOAG LLP,PAPON S.A.,10000,7f929508-ebf6-457e-ae5e-0d36102561c6,False,False,https://lda.senate.gov/filings/public/filing/7f929508-ebf6-457e-ae5e-0d36102561c6/print/
ACG ADVOCACY,PARAMOUNT SKYDANCE CORPORATION (FKA PARAMOUNT GLOBAL),10000,f2779c50-e48f-49dc-9332-ee5ff6debce8,False,False,https://lda.senate.gov/filings/public/filing/f2779c50-e48f-49dc-9332-ee5ff6debce8/print/
AVENUE SOLUTIONS,PARTNERSHIP FOR MEDICAID HOME-BASED CARE,10000,94f8a36f-f77b-44c7-958c-46ba7e8ac97e,False,False,https://lda.senate.gov/filings/public/filing/94f8a36f-f77b-44c7-958c-46ba7e8ac97e/print/
"RAAB GOVERNMENT STRATEGIES, LLC",PARTNERSHIP FOR MEDICAID HOME-BASED CARE,10000,a3a332a3-b5df-4189-9e04-ac706e25cfac,False,False,https://lda.senate.gov/filings/public/filing/a3a332a3-b5df-4189-9e04-ac706e25cfac/print/
"BARKER LEAVITT, PLLC (SKA MR. JAMES C. BARKER)","PATEL PARTNERS OBO NIAGARA BOTTLING, LLC",10000,b73994e4-84b8-43c9-b849-cd379a8763a6,False,True,https://lda.senate.gov/filings/public/filing/b73994e4-84b8-43c9-b849-cd379a8763a6/print/
LOBBYIT.COM,PATIENTS RISING,10000,81c67ac8-63cf-4421-bf51-5bf4a177f13f,False,False,https://lda.senate.gov/filings/public/filing/81c67ac8-63cf-4421-bf51-5bf4a177f13f/print/
LOBBYIT.COM,PHILADELPHIA TECHNICIAN TRAINING INSTITUTE,10000,02ca3620-3471-4f6c-a4e4-e4e3f47b7cd7,False,False,https://lda.senate.gov/filings/public/filing/02ca3620-3471-4f6c-a4e4-e4e3f47b7cd7/print/
"BOCKORNY GROUP, INC.","PLUTON BIOSCIENCES, INC.",10000,b84a35ae-c124-4036-8a34-08cb400b2225,False,False,https://lda.senate.gov/filings/public/filing/b84a35ae-c124-4036-8a34-08cb400b2225/print/
THE DIONNE COMPANY,PPPWU LOCAL 1C - WASHINGTON PRINTING AND GRAPHIC COMMUNICATION UNION,10000,ba3922f4-03fb-4cc0-bed2-4ba1167bbb01,False,False,https://lda.senate.gov/filings/public/filing/ba3922f4-03fb-4cc0-bed2-4ba1167bbb01/print/
A1.9 STRATEGIES LLC,PROXFLYER AS,10000,e32630de-d811-4289-a12d-184ad08290d1,False,False,https://lda.senate.gov/filings/public/filing/e32630de-d811-4289-a12d-184ad08290d1/print/
MCOLL CONSULTING,PURPOSE DIGNITY ACTION,10000,b8da2e3e-c83f-450e-b512-e093a38cb548,False,False,https://lda.senate.gov/filings/public/filing/b8da2e3e-c83f-450e-b512-e093a38cb548/print/
"DB3, LLC (FKA THE DASCHLE GROUP)",Purple Rhombus,10000,34bf700f-3a10-4720-9413-6f1cf0445953,False,False,https://lda.senate.gov/filings/public/filing/34bf700f-3a10-4720-9413-6f1cf0445953/print/
"LIBERTY PARTNERS GROUP, LLC",RAMPART IC [IMAGE SAFELY 360],10000,1967cf0d-5c43-4659-9b78-992fd3e9e56b,False,False,https://lda.senate.gov/filings/public/filing/1967cf0d-5c43-4659-9b78-992fd3e9e56b/print/
LODESTONE DC,"RED MAPLE CONSULTING, LLC (ON BEHALF OF SKYROCKET EDUCATION SERVICES)",10000,65b3fe4e-f660-4d6c-b479-0ab016bc641d,False,False,https://lda.senate.gov/filings/public/filing/65b3fe4e-f660-4d6c-b479-0ab016bc641d/print/
TEMPLE PARK ADVOCACY SOLITIONS INC.,REPRODUCTIVE FREEDOM FOR ALL,10000,02e4ffbc-10d7-42f6-b92a-a6ab37249ee1,False,False,https://lda.senate.gov/filings/public/filing/02e4ffbc-10d7-42f6-b92a-a6ab37249ee1/print/
CAPITOL HILL COMMUNICATIONS,ReElement Technologies,10000,01bee541-d96b-46a1-9790-c01e42be073d,False,False,https://lda.senate.gov/filings/public/filing/01bee541-d96b-46a1-9790-c01e42be073d/print/
STRATEGIC MARKETING INNOVATIONS,Redwire Space,10000,ae3b116a-9d10-4e55-9f06-de7d50e5437e,False,False,https://lda.senate.gov/filings/public/filing/ae3b116a-9d10-4e55-9f06-de7d50e5437e/print/
"NEW FRONT STRATEGIES GROUP, LLC","S.A.F.E. STRUCTURE DESIGNS, LLC",10000,71c3b056-4cd5-415f-8d5d-69cd1d74cad1,False,False,https://lda.senate.gov/filings/public/filing/71c3b056-4cd5-415f-8d5d-69cd1d74cad1/print/
LEVINAS ADVISORY LLC,"SANDLER TRAVIS & ROSENBERG, P.A.",10000,93823dd6-3fe6-4ea6-bf75-1dd28e906bb8,False,False,https://lda.senate.gov/filings/public/filing/93823dd6-3fe6-4ea6-bf75-1dd28e906bb8/print/
MAVEN ADVOCACY PARTNERS LLC,SANTA ROSA COUNTY,10000,1b17961c-a712-4c90-b94a-600b33673845,False,False,https://lda.senate.gov/filings/public/filing/1b17961c-a712-4c90-b94a-600b33673845/print/
WINNING STRATEGIES WASHINGTON,SCOLA,10000,ccac5997-6962-4d1e-b446-54574ee722d6,False,False,https://lda.senate.gov/filings/public/filing/ccac5997-6962-4d1e-b446-54574ee722d6/print/
HOLLAND & KNIGHT LLP,"SHERPA 6, INC.",10000,9de67e99-c2c9-461c-a7e6-8e86e5fbb418,False,False,https://lda.senate.gov/filings/public/filing/9de67e99-c2c9-461c-a7e6-8e86e5fbb418/print/
"POLICY INTEGRATION PARTNERS, LLC",SIXTEENTHIRTY FUND,10000,48204842-99d4-4d3a-8006-0b46f34f8667,False,False,https://lda.senate.gov/filings/public/filing/48204842-99d4-4d3a-8006-0b46f34f8667/print/
"DEBRUNNER & ASSOCIATES, INC.",SOLACE INC.,10000,249bd1be-f477-4a9a-95de-b7d09c1566a0,False,False,https://lda.senate.gov/filings/public/filing/249bd1be-f477-4a9a-95de-b7d09c1566a0/print/
ARNOLD & PORTER KAYE SCHOLER LLP,"SPYRE THERAPEUTICS, INC.",10000,cf11cab2-d545-44a9-84c4-ac3191c5a773,False,False,https://lda.senate.gov/filings/public/filing/cf11cab2-d545-44a9-84c4-ac3191c5a773/print/
CAPITOL HILL COMMUNICATIONS,STARCORE NUCLEAR,10000,4170411e-9d14-487e-a23f-05c62532e175,False,False,https://lda.senate.gov/filings/public/filing/4170411e-9d14-487e-a23f-05c62532e175/print/
"WARWICK GROUP CONSULTANTS, LLC",STONE HARBOR,10000,c92ed023-9415-4d06-9a68-3e5c176729f7,False,False,https://lda.senate.gov/filings/public/filing/c92ed023-9415-4d06-9a68-3e5c176729f7/print/
SACHEM STRATEGIES,STRAND THERAPEUTICS,10000,420d9f8e-ec47-4a5d-a32d-86afa54370ed,False,False,https://lda.senate.gov/filings/public/filing/420d9f8e-ec47-4a5d-a32d-86afa54370ed/print/
BOUNDARY STONE PARTNERS,SUMMIT NANOTECH,10000,6e0bd6c0-e013-43e3-8cd7-7b356c4f89de,False,False,https://lda.senate.gov/filings/public/filing/6e0bd6c0-e013-43e3-8cd7-7b356c4f89de/print/
"CORCORAN & ASSOCIATES, INC. DBA CORCORAN PARTNERS",Saint Leo University,10000,658ae953-dd74-4e56-9321-1433b7fcfdb9,False,False,https://lda.senate.gov/filings/public/filing/658ae953-dd74-4e56-9321-1433b7fcfdb9/print/
MAYER BROWN LLP,"Solonian Resources, LLC",10000,fffd176a-8533-4553-a60b-cdf561820aac,False,False,https://lda.senate.gov/filings/public/filing/fffd176a-8533-4553-a60b-cdf561820aac/print/
CAPITOL HILL COMMUNICATIONS,StormQuant Inc.,10000,fb7f8d36-e8aa-4cfc-b538-3820b55995be,False,False,https://lda.senate.gov/filings/public/filing/fb7f8d36-e8aa-4cfc-b538-3820b55995be/print/
"MAGILL ASSOCIATES, LLC","THE LIVINGSTON GROUP ON BEHALF OF REFLECTION AI, INC",10000,ea15b836-473b-4aff-ae73-d9b526f41161,False,False,https://lda.senate.gov/filings/public/filing/ea15b836-473b-4aff-ae73-d9b526f41161/print/
"OCULUS STRATEGIES, LLC","THE LIVINGSTON GROUP, LLC ON BEHALF OF ALEX KWON",10000,3a729ee3-9cb3-4bd8-b8f9-bd3243cee418,False,False,https://lda.senate.gov/filings/public/filing/3a729ee3-9cb3-4bd8-b8f9-bd3243cee418/print/
"INNOVATIVE POLICY, PLLC","TRETE, INC.",10000,02cbacff-3327-4037-bbe7-b157ac2c2e47,False,False,https://lda.senate.gov/filings/public/filing/02cbacff-3327-4037-bbe7-b157ac2c2e47/print/
AVIVA STRATEGIES (FKA MGB CONSULTING),Taysha Gene Therapies,10000,43d6d821-3306-4ccb-87cd-9446f113e576,False,False,https://lda.senate.gov/filings/public/filing/43d6d821-3306-4ccb-87cd-9446f113e576/print/
STRATEGIC MARKETING INNOVATIONS,Tonix Pharmaceuticals,10000,b6cff43a-17fb-4d1c-9e53-fd3da9377449,False,False,https://lda.senate.gov/filings/public/filing/b6cff43a-17fb-4d1c-9e53-fd3da9377449/print/
"BROWNSTEIN HYATT FARBER SCHRECK, LLP",Transurban (USA) Inc.,10000,08732bcb-8336-4469-a707-4092c25f3b51,False,False,https://lda.senate.gov/filings/public/filing/08732bcb-8336-4469-a707-4092c25f3b51/print/
FORWARD GLOBAL,UKRAINE FREEDOM PROJECT,10000,b154be87-99e2-4050-ab9b-cda4ede7f16a,False,False,https://lda.senate.gov/filings/public/filing/b154be87-99e2-4050-ab9b-cda4ede7f16a/print/
"TARPLIN, DOWNS & YOUNG, LLC",UNIQURE BIOPHARMA B.V.,10000,0e2a23ab-aa21-45a9-a416-4f7d90a011f6,False,False,https://lda.senate.gov/filings/public/filing/0e2a23ab-aa21-45a9-a416-4f7d90a011f6/print/
"THE ABECEDARIAN GROUP, LLC",UNITED FAMILY ADVOCATES,10000,7310008c-0d79-4de8-9b25-0520f43a5051,False,False,https://lda.senate.gov/filings/public/filing/7310008c-0d79-4de8-9b25-0520f43a5051/print/
CLARK HILL PUBLIC STRATEGIES LLC,UNITED HOLDINGS GROUP,10000,df9a562e-11c1-41b9-ae7e-b6e2acf8e54e,False,False,https://lda.senate.gov/filings/public/filing/df9a562e-11c1-41b9-ae7e-b6e2acf8e54e/print/
"DAVIDOFF HUTCHER & CITRON, LLP",UNITED VETERANS BEACON HOUSE,10000,44d1333d-2c9e-48da-a4bc-d40dc2580323,False,False,https://lda.senate.gov/filings/public/filing/44d1333d-2c9e-48da-a4bc-d40dc2580323/print/
"WARWICK GROUP CONSULTANTS, LLC",UPPER TOWNSHIP,10000,e88cc091-2f99-40be-b7eb-965db965c7b3,False,False,https://lda.senate.gov/filings/public/filing/e88cc091-2f99-40be-b7eb-965db965c7b3/print/
KELLEY DRYE & WARREN LLP,UTLX (UNION TANK CAR COMPANY),10000,1aded184-dd88-4ed2-9f42-b26ad9596f19,False,False,https://lda.senate.gov/filings/public/filing/1aded184-dd88-4ed2-9f42-b26ad9596f19/print/
ATLAS CROSSING LLC,VALAR ATOMICS INC.,10000,df18b0ae-112f-4790-a3db-a63e49f71e7b,False,False,https://lda.senate.gov/filings/public/filing/df18b0ae-112f-4790-a3db-a63e49f71e7b/print/
"CORCORAN & ASSOCIATES, INC. DBA CORCORAN PARTNERS","VETS2PM, LLC",10000,78e4456e-83bb-4f42-9969-b2046269ef8c,False,False,https://lda.senate.gov/filings/public/filing/78e4456e-83bb-4f42-9969-b2046269ef8c/print/
CONSTITUTION PARTNERS,Verituity,10000,d981e7dc-7298-4ae9-ba44-d7df407a8df3,False,False,https://lda.senate.gov/filings/public/filing/d981e7dc-7298-4ae9-ba44-d7df407a8df3/print/
CAPITOL HILL COMMUNICATIONS,Vulcan Elements,10000,f4f8df55-65f4-4bbf-b4eb-64cff1c832b2,False,False,https://lda.senate.gov/filings/public/filing/f4f8df55-65f4-4bbf-b4eb-64cff1c832b2/print/
THE BIRCH GROUP LLC,WESTPORT GOLF LINKS INC.,10000,f4862eb2-4f20-41e1-9571-6cba511b7513,False,False,https://lda.senate.gov/filings/public/filing/f4862eb2-4f20-41e1-9571-6cba511b7513/print/
"LIBERTY PARTNERS GROUP, LLC",WORLDWIDE INNOVATIONS & TECHNOLOGIES [IMAGE SAFELY 360],10000,530c050a-f19d-4365-981a-a7048d11eddb,False,False,https://lda.senate.gov/filings/public/filing/530c050a-f19d-4365-981a-a7048d11eddb/print/
"IQOM STRATEGIC ADVISORS, LLC",YAZAKI NORTH AMERICA,10000,829466ff-0013-4be5-9eb3-9e3b9bd40313,False,False,https://lda.senate.gov/filings/public/filing/829466ff-0013-4be5-9eb3-9e3b9bd40313/print/
THE WAYFINDER GROUP,"YC CONSULTING, LLC ON BEHALF OF GENENTECH, INC.",10000,9137d0a3-20c9-41da-97ad-a64dfeb19c63,False,False,https://lda.senate.gov/filings/public/filing/9137d0a3-20c9-41da-97ad-a64dfeb19c63/print/
"E2 STRATEGIES, LLC",nextera energy resources development,10000,54cee802-fc2e-4b15-8c6d-d70b886785a1,False,False,https://lda.senate.gov/filings/public/filing/54cee802-fc2e-4b15-8c6d-d70b886785a1/print/
REDSTONE LAW FIRM LLP,BLACK HILLS FEDERAL CREDIT UNION,7500,f231340c-26ab-4629-a8a7-50ded1e0ad88,False,False,https://lda.senate.gov/filings/public/filing/f231340c-26ab-4629-a8a7-50ded1e0ad88/print/
JLF CONSULTING CO,"BLACK KNIGHT MEDICAL, LLC",7500,e389ff7e-3958-4a6b-b82a-65ee3cf30773,False,False,https://lda.senate.gov/filings/public/filing/e389ff7e-3958-4a6b-b82a-65ee3cf30773/print/
IKON PUBLIC AFFAIRS,CASCADE COMPANY LLC,7500,0260075a-2d2f-4df3-b5ef-6e5d8f955dff,False,False,https://lda.senate.gov/filings/public/filing/0260075a-2d2f-4df3-b5ef-6e5d8f955dff/print/
ALTA CREST LLC,LVIS CORPORATION,7500,e1b509c1-225f-4aad-96ec-3b6cd0ba5f22,False,False,https://lda.senate.gov/filings/public/filing/e1b509c1-225f-4aad-96ec-3b6cd0ba5f22/print/
EIS SOLUTIONS,MARKHAM IRRIGATION AND WATER CONSERVATION DISTRICT,7500,13ae5a18-8b63-4e43-b8d8-d4fbeb1a2ef0,False,False,https://lda.senate.gov/filings/public/filing/13ae5a18-8b63-4e43-b8d8-d4fbeb1a2ef0/print/
"ELIAS WALKER, INC.",MYLAND,7500,4d50ff4b-d62f-4866-95ed-00d491492349,False,False,https://lda.senate.gov/filings/public/filing/4d50ff4b-d62f-4866-95ed-00d491492349/print/
"ECKERT SEAMANS CHERIN & MELLOTT, LLC","NHCO, LLC.",7500,257172da-7692-41c4-a335-e9cbf070d739,False,False,https://lda.senate.gov/filings/public/filing/257172da-7692-41c4-a335-e9cbf070d739/print/
SYNDICATE STRATEGIES LLC,ROLLING KNOLLS TRUST,7500,e78eb76f-01f7-4326-b237-fe909ddc2e3d,False,False,https://lda.senate.gov/filings/public/filing/e78eb76f-01f7-4326-b237-fe909ddc2e3d/print/
EIS SOLUTIONS,ST. DAVID IRRIGATION DISTRICT,7500,9a63e0b0-49ba-4282-a5a9-ae850bd95378,False,False,https://lda.senate.gov/filings/public/filing/9a63e0b0-49ba-4282-a5a9-ae850bd95378/print/
"KEYS GROUP, LLC",SANTA CRUZ METAL TECH,7200,beb2f39e-2180-4f76-887e-b89009b62e67,False,False,https://lda.senate.gov/filings/public/filing/beb2f39e-2180-4f76-887e-b89009b62e67/print/
HIGH STREET STRATEGIES LLC,ENVIRONMENTAL POLICY INNOVATION CENTER,6100,355ad6f5-690d-4161-bed2-2eb27bdfca6b,False,False,https://lda.senate.gov/filings/public/filing/355ad6f5-690d-4161-bed2-2eb27bdfca6b/print/
MR. JOE MIKLOSI,DELTA HEALTH,6000,20df3312-330d-49e0-bbed-1263854da462,False,False,https://lda.senate.gov/filings/public/filing/20df3312-330d-49e0-bbed-1263854da462/print/
SAXTON & STUMP LAWYERS & CONSULTANTS,DURA-BOND PIPE LLC,6000,015065a0-b90b-45d8-bb44-decfc5936b4c,False,False,https://lda.senate.gov/filings/public/filing/015065a0-b90b-45d8-bb44-decfc5936b4c/print/
AMERICAN MADE STRATEGIES LLC,"DYNAMIC SYSTEMS TECHNOLOGY, INC.",6000,efce789d-75a9-4222-87cc-db569f21fd5d,False,False,https://lda.senate.gov/filings/public/filing/efce789d-75a9-4222-87cc-db569f21fd5d/print/
SECOND CURVE STRATEGIES LLC,"CALUMET, INC.",5000,53d419ab-240d-4929-80dc-eaf4cc3dad2b,False,False,https://lda.senate.gov/filings/public/filing/53d419ab-240d-4929-80dc-eaf4cc3dad2b/print/
"GOVERNMENT RELATIONS GROUP, LLC",Costa Farms,5000,073dd52f-383a-4f3c-badc-22399155e066,False,False,https://lda.senate.gov/filings/public/filing/073dd52f-383a-4f3c-badc-22399155e066/print/
ETHAN DURSTELER,Direct Kinetic Solutions,5000,e2108cd2-0ae6-4701-884e-02a77d318dc9,False,False,https://lda.senate.gov/filings/public/filing/e2108cd2-0ae6-4701-884e-02a77d318dc9/print/
"K&L GATES, LLP","EMBRACE HOME LOANS, INC.",5000,b7a17ec3-eab0-4bc7-9974-41c0f74cbb72,False,False,https://lda.senate.gov/filings/public/filing/b7a17ec3-eab0-4bc7-9974-41c0f74cbb72/print/
BRUMIDI GROUP,FIREGENERATION COLLABORATIVE,5000,ae5a0010-a57d-4f89-a523-d9a08e5515bb,False,False,https://lda.senate.gov/filings/public/filing/ae5a0010-a57d-4f89-a523-d9a08e5515bb/print/
NEXUSONE CONSULTING,"GRAPHIKA TECHNOLOGIES, INC",5000,4ee104ad-4297-45b7-9aa7-cb68606cd67e,False,False,https://lda.senate.gov/filings/public/filing/4ee104ad-4297-45b7-9aa7-cb68606cd67e/print/
EIS SOLUTIONS,"MOUNTAIN CAPITAL PARTNERS, LLC",5000,136c1bc8-e195-4b0f-89b6-8dbcb8cc02ae,False,False,https://lda.senate.gov/filings/public/filing/136c1bc8-e195-4b0f-89b6-8dbcb8cc02ae/print/
ETHAN DURSTELER,NORTH LOGAN CITY,5000,39869234-c039-4ccc-a55d-2df74715c68d,False,False,https://lda.senate.gov/filings/public/filing/39869234-c039-4ccc-a55d-2df74715c68d/print/
CHM LLC DBA ATLAS COMMUNITY STUDIOS,OLSSON,5000,aac40b03-f639-4680-94cd-f28ef1d964cb,False,False,https://lda.senate.gov/filings/public/filing/aac40b03-f639-4680-94cd-f28ef1d964cb/print/
BAKER DONELSON BEARMAN CALDWELL & BERKOWITZ,"SAFRAN DEFENSE & SPACE, INC.",5000,0fbdae54-5727-4945-9801-8c652192877e,False,False,https://lda.senate.gov/filings/public/filing/0fbdae54-5727-4945-9801-8c652192877e/print/
J.A. GREEN AND COMPANY (FORMERLY LLC),6K ADDITIVE,,e3a1478b-2477-4354-986f-97b8be6de408,True,False,https://lda.senate.gov/filings/public/filing/e3a1478b-2477-4354-986f-97b8be6de408/print/
FARRAGUT PARTNERS LLP,"ACTIO HEALTH, INC",,3545bf93-942e-41bd-a5c0-56d8edd199e4,False,False,https://lda.senate.gov/filings/public/filing/3545bf93-942e-41bd-a5c0-56d8edd199e4/print/
CONSILIUM CONSULTING,ACTION BEHAVIOR CENTERS,,4280a897-12b4-4d18-bdaa-24e5c5354c06,False,False,https://lda.senate.gov/filings/public/filing/4280a897-12b4-4d18-bdaa-24e5c5354c06/print/
HOLLAND & KNIGHT LLP,"AEROCINE VENTURES, INC. D/B/A VERMEER",,3792a2fa-546d-48be-aa50-dc51bb667d9f,False,False,https://lda.senate.gov/filings/public/filing/3792a2fa-546d-48be-aa50-dc51bb667d9f/print/
AGUSTAWESTLAND PHILADELPHIA CORPORATION,AGUSTAWESTLAND PHILADELPHIA CORPORATION,,03a76405-f1ad-4f9e-a39f-bb7a528ed1ae,False,False,https://lda.senate.gov/filings/public/filing/03a76405-f1ad-4f9e-a39f-bb7a528ed1ae/print/
LYNN TJEERDSMA CONSULTING,"AKIN, GUMP, STRAUSS, HAUER & FELD ON BEHALF OF BAYER CORPORATION",,a7d1bf4f-8d71-4216-802a-fc51c6c53dee,False,False,https://lda.senate.gov/filings/public/filing/a7d1bf4f-8d71-4216-802a-fc51c6c53dee/print/
"LIBERTY PARTNERS GROUP, LLC",ALBERT VEIN INSTITUTE (OFFICE-BASED FACILITY ASSN OBFA),,70cd433c-e879-48d9-9de3-fba367757739,False,False,https://lda.senate.gov/filings/public/filing/70cd433c-e879-48d9-9de3-fba367757739/print/
"MILLER STRATEGIES, LLC",ALEX VON FURSTENBERG,,83e6a645-ea33-481e-b84f-0ad5b0ce8204,False,False,https://lda.senate.gov/filings/public/filing/83e6a645-ea33-481e-b84f-0ad5b0ce8204/print/
AMERICANS FOR THE COMMON GOOD,AMERICANS FOR THE COMMON GOOD,,01d0938d-83b1-4038-9c53-940c80c4e7f0,False,False,https://lda.senate.gov/filings/public/filing/01d0938d-83b1-4038-9c53-940c80c4e7f0/print/
CAPITAL PARK PARTNERS LLC,AMETEK AIRTECHNOLOGY GROUP LTD,,cc28fd42-ffdd-45a0-967d-50b039e8969d,False,False,https://lda.senate.gov/filings/public/filing/cc28fd42-ffdd-45a0-967d-50b039e8969d/print/
FIDELITY STRATEGIES,AQUILA,,7f4c6f9e-ba92-431b-84c3-4f56a6b1913d,False,False,https://lda.senate.gov/filings/public/filing/7f4c6f9e-ba92-431b-84c3-4f56a6b1913d/print/
"STRATEGIC CAPITOL GROUP, LLC",ASCENT ON BEHALF OF PROTOPIA,,9d6433a7-8e22-47a3-ab7b-12dd2826199f,True,False,https://lda.senate.gov/filings/public/filing/9d6433a7-8e22-47a3-ab7b-12dd2826199f/print/
PAVLUCHUK & ASSOCIATES,ASSOCIATION FOR METROPOLITAN PLANNING ORGANIZATIONS,,e48359d7-bdfc-4cae-a086-e73371a5dd4c,True,False,https://lda.senate.gov/filings/public/filing/e48359d7-bdfc-4cae-a086-e73371a5dd4c/print/
THE VOGEL GROUP,ASSOCIATION OF ACCREDITED NATUROPATHIC MEDICAL COLLEGES,,b04ae98b-55f7-4816-ae30-feacb3392af5,False,False,https://lda.senate.gov/filings/public/filing/b04ae98b-55f7-4816-ae30-feacb3392af5/print/
"DEVEAU BURR GROUP, LLC","ATHENA SECURITY, INC.",,23ada146-4b48-44b9-9d37-d2ce7ab9cdc9,False,False,https://lda.senate.gov/filings/public/filing/23ada146-4b48-44b9-9d37-d2ce7ab9cdc9/print/
"ATROPOS GROUP, INC.","ATROPOS GROUP, INC.",,a78e195a-a632-464c-9048-39b1cc915194,False,False,https://lda.senate.gov/filings/public/filing/a78e195a-a632-464c-9048-39b1cc915194/print/
"WESTMORELAND160, LLC","AVANTTECH, INC.",,56f8e1f2-c5b1-4114-a1db-7eb2af2310d7,False,False,https://lda.senate.gov/filings/public/filing/56f8e1f2-c5b1-4114-a1db-7eb2af2310d7/print/
AMELIORATE LLC,AXIOM COMMUNITY OF RECOVERY,,bb1cc397-0bc9-456c-b3a8-a161f7704b85,False,False,https://lda.senate.gov/filings/public/filing/bb1cc397-0bc9-456c-b3a8-a161f7704b85/print/
CAPITOL COUNSEL LLC,"Aero Air, LLC",,b538851b-ef43-4530-aee3-4258d65ced20,False,False,https://lda.senate.gov/filings/public/filing/b538851b-ef43-4530-aee3-4258d65ced20/print/
AIR SPACE INTELLIGENCE INC.,Air Space Intelligence,,49071683-ada7-43da-9458-b672371c1e14,False,False,https://lda.senate.gov/filings/public/filing/49071683-ada7-43da-9458-b672371c1e14/print/
"KELLER AND HECKMAN, LLP",American Public Power Association,,797870a7-cc29-4268-b6bd-3ac8480220d3,False,False,https://lda.senate.gov/filings/public/filing/797870a7-cc29-4268-b6bd-3ac8480220d3/print/
NEIL HILL GLOBAL STRATEGIES LLC,Americans for Responsible Innovation,,2bf31fb4-7449-43cd-8fc4-3762c4859902,True,False,https://lda.senate.gov/filings/public/filing/2bf31fb4-7449-43cd-8fc4-3762c4859902/print/
"QUINN EMANUEL URQUHART & SULLIVAN, LLP",ArcelorMittal Mining UK Ltd.,,4fad0759-1987-4ca1-aa3a-b7407e3485d0,False,False,https://lda.senate.gov/filings/public/filing/4fad0759-1987-4ca1-aa3a-b7407e3485d0/print/
ASTRO MECHANICA,Astro Mechanica,,bcb14403-e02f-4125-908b-94987c85bc27,False,False,https://lda.senate.gov/filings/public/filing/bcb14403-e02f-4125-908b-94987c85bc27/print/
BOB RILEY & ASSOCIATES,BIRMINGHAM AIRPORT AUTHORITY,,57c5a999-27e0-401b-b960-89880983048b,False,False,https://lda.senate.gov/filings/public/filing/57c5a999-27e0-401b-b960-89880983048b/print/
HOLLAND & KNIGHT LLP,"BREAD FINANCIAL PAYMENTS, INC.",,9030ebd2-205d-4159-9e89-ea255669d7b8,False,False,https://lda.senate.gov/filings/public/filing/9030ebd2-205d-4159-9e89-ea255669d7b8/print/
NORTHERN COMPASS GROUP LLC,BROWNSTEIN HYATT FARBER SCHRECK LLP OBO MDF GLOBAL,,819208a6-a55e-4c4f-b0f3-f4402ce88fab,False,False,https://lda.senate.gov/filings/public/filing/819208a6-a55e-4c4f-b0f3-f4402ce88fab/print/
NET CENTRIC ALLIANCE LLC,"BROWNSTEIN HYATT FARBER SCHRECK, LLP OBO MEDEXPERT INTERNATIONAL, INC.",,e81ee50d-a15a-4c16-8cf0-13f3f2982df2,False,False,https://lda.senate.gov/filings/public/filing/e81ee50d-a15a-4c16-8cf0-13f3f2982df2/print/
"LOCKE LOBBYING CO., LLC",BRYCE CORPORATION,,a3f709c9-69d6-4c7c-bde9-86cc1a4f428a,False,False,https://lda.senate.gov/filings/public/filing/a3f709c9-69d6-4c7c-bde9-86cc1a4f428a/print/
"NEXXUS CONSULTING, LLC",BUCKSKIN SANITARY DISTRICT,,c0078c89-ec1f-49ef-8413-2654c0e32e8b,False,False,https://lda.senate.gov/filings/public/filing/c0078c89-ec1f-49ef-8413-2654c0e32e8b/print/
"WOODWARD, PIRES & LOMBARDO, P.A.",BWI OF CENTRAL FLORIDA INC,,5ec7913a-d56d-4991-b411-a80205cd08e1,False,False,https://lda.senate.gov/filings/public/filing/5ec7913a-d56d-4991-b411-a80205cd08e1/print/
