registrant,client,trail4_income,n_quarters,first_seen,new_this_q,re_engaged,term_uuid,lda_public_url
LOBBYIT.COM,ANGEL ADOPTION,,8,2024-Q2,False,0,ea49d403-43c5-4839-9bda-787f0fba3378,https://lda.senate.gov/filings/public/filing/ea49d403-43c5-4839-9bda-787f0fba3378/print/
INVARIANT LLC,ANOVION TECHNOLOGIES,,12,2023-Q2,False,0,ac285b8d-7f59-4071-817c-7edd22be0786,https://lda.senate.gov/filings/public/filing/ac285b8d-7f59-4071-817c-7edd22be0786/print/
MERIDIAN 535 STRATEGIES,"APRIO ADVISORY GROUP, LLC (ON BEHALF OF ATALCO)",,3,2025-Q3,False,0,48eb71b6-b78d-441f-9800-9a6e9442f561,https://lda.senate.gov/filings/public/filing/48eb71b6-b78d-441f-9800-9a6e9442f561/print/
MR. RICHARD INNES,ASSOCIATION OF NATIONAL ESTUARY PROGRAMS,,15,2022-Q1,False,0,dbd4984f-0ab5-408f-aaf5-716f80372e6c,https://lda.senate.gov/filings/public/filing/dbd4984f-0ab5-408f-aaf5-716f80372e6c/print/
FORESIGHT LAW + POLICY PLLC,AURORA INSTITUTE,,10,2023-Q4,False,0,cf9efe41-279f-43c8-8a05-6502c2a6e486,https://lda.senate.gov/filings/public/filing/cf9efe41-279f-43c8-8a05-6502c2a6e486/print/
"QUINN EMANUEL URQUHART & SULLIVAN, LLP",Adani Green Energy Limited,,5,2025-Q1,False,0,f8971b26-25c3-4d17-9b51-97d6ed73e2ee,https://lda.senate.gov/filings/public/filing/f8971b26-25c3-4d17-9b51-97d6ed73e2ee/print/
"NORTH STAR STRATEGIES, LLC",American Resources Corporation,,17,2022-Q1,False,0,b1be001b-7f7b-484f-b9db-0f099c71be26,https://lda.senate.gov/filings/public/filing/b1be001b-7f7b-484f-b9db-0f099c71be26/print/
"ELEVATE GOVERNMENT AFFAIRS, LLC",American Trucking Association,,17,2022-Q1,False,0,cb4084a9-0b87-4c55-8b22-eed3727e43c8,https://lda.senate.gov/filings/public/filing/cb4084a9-0b87-4c55-8b22-eed3727e43c8/print/
"QUINN EMANUEL URQUHART & SULLIVAN, LLP",ArcelorMittal Mining UK Ltd.,,2,2025-Q4,False,0,d4d18791-86ad-494f-8b00-ab459919b7ff,https://lda.senate.gov/filings/public/filing/d4d18791-86ad-494f-8b00-ab459919b7ff/print/
FORBES-TATE,Argentum,,15,2022-Q3,False,0,3f4f6c51-b4f1-48a0-aa11-f73a9861ca54,https://lda.senate.gov/filings/public/filing/3f4f6c51-b4f1-48a0-aa11-f73a9861ca54/print/
BRACEWELL LLP,"Array Technologies, Inc.",,17,2022-Q1,False,0,d13dfa27-4f2f-492d-ab2a-4f0b82acf091,https://lda.senate.gov/filings/public/filing/d13dfa27-4f2f-492d-ab2a-4f0b82acf091/print/
AKIN GUMP STRAUSS HAUER & FELD,BARRICK MINING CORPORATION,,5,2025-Q1,False,0,35d18abd-4a43-4ba2-abcf-a341fb73a070,https://lda.senate.gov/filings/public/filing/35d18abd-4a43-4ba2-abcf-a341fb73a070/print/
BAUSCH HEALTH COMPANIES,BAUSCH HEALTH COMPANIES,,17,2022-Q1,False,0,f68ce6ad-6d02-48d1-93c2-8e34d6445ed3,https://lda.senate.gov/filings/public/filing/f68ce6ad-6d02-48d1-93c2-8e34d6445ed3/print/
"BARNES & THORNBURG, LLP","BISSELL HOMECARE, INC.",,17,2022-Q1,False,0,c959799b-feec-4528-9364-3da5c15189b8,https://lda.senate.gov/filings/public/filing/c959799b-feec-4528-9364-3da5c15189b8/print/
AKIN GUMP STRAUSS HAUER & FELD,BLACKIE CAPITAL INC.,,5,2025-Q1,False,0,410381cb-c7b3-452f-bd0b-a42a00a9a887,https://lda.senate.gov/filings/public/filing/410381cb-c7b3-452f-bd0b-a42a00a9a887/print/
POLSINELLI PC,"BPI LABS, LLC",,1,2026-Q1,True,0,deb81061-32eb-4929-9ec3-7e3c3785d90e,https://lda.senate.gov/filings/public/filing/deb81061-32eb-4929-9ec3-7e3c3785d90e/print/
"K&L GATES, LLP","BREVILLE PTY, LTD.",,17,2022-Q1,False,0,12784a22-0049-456f-9754-ed81a1cf763d,https://lda.senate.gov/filings/public/filing/12784a22-0049-456f-9754-ed81a1cf763d/print/
BRIGHTSPRING HEALTH SERVICES,BRIGHTSPRING HEALTH SERVICES,,4,2025-Q2,False,0,76cf3017-b741-4508-8d46-15d8e1da92f5,https://lda.senate.gov/filings/public/filing/76cf3017-b741-4508-8d46-15d8e1da92f5/print/
"BELLEVUE STRATEGIES, LLC",BROAD STREET MINISTRY,,9,2024-Q1,False,0,9cba20c0-d479-4cc4-a522-7dd5ad63d5b6,https://lda.senate.gov/filings/public/filing/9cba20c0-d479-4cc4-a522-7dd5ad63d5b6/print/
"RUTLEDGE POLICY GROUP, LLC","BROWNSTEIN (BHFS, LLP) OBO POLICY AND TAXATION GROUP",,4,2025-Q2,False,0,913199c2-753e-485a-a9df-131b056b1da0,https://lda.senate.gov/filings/public/filing/913199c2-753e-485a-a9df-131b056b1da0/print/
"RUTLEDGE POLICY GROUP, LLC","BROWNSTEIN (BHFS, LLP) OBO UNIVERSAL SAVINGS FOR AMERICANS",,3,2025-Q3,False,0,4406257c-1873-4e24-9e73-cb6c96fecfa7,https://lda.senate.gov/filings/public/filing/4406257c-1873-4e24-9e73-cb6c96fecfa7/print/
NORTHERN COMPASS GROUP LLC,BROWNSTEIN HYATT FARBER SCHRECK LLP OBO CHSPSC LLC,,4,2025-Q2,False,0,08372f91-ac11-4967-9e92-30f342e65053,https://lda.senate.gov/filings/public/filing/08372f91-ac11-4967-9e92-30f342e65053/print/
NORTHERN COMPASS GROUP LLC,BROWNSTEIN HYATT FARBER SCHRECK LLP OBO MDF GLOBAL,,2,2025-Q4,False,0,36ab7e71-8ccd-404d-b71e-29c0af3ea39a,https://lda.senate.gov/filings/public/filing/36ab7e71-8ccd-404d-b71e-29c0af3ea39a/print/
RICHARD BURNESS,"BROWNSTEIN HYATT FARBER SCHRECK, LLP OBO ATHENE HOLDING",,17,2022-Q1,False,0,a4232c98-0cee-4c32-80ba-818cd89b371c,https://lda.senate.gov/filings/public/filing/a4232c98-0cee-4c32-80ba-818cd89b371c/print/
SQUIRE PATTON BOGGS,"Becton, Dickinson and Company",,5,2025-Q1,False,0,434ea2fc-d5b7-48f5-b8c0-066d7fd41686,https://lda.senate.gov/filings/public/filing/434ea2fc-d5b7-48f5-b8c0-066d7fd41686/print/
FORBES-TATE,Blockchain Association,,17,2022-Q1,False,0,12877582-941e-4d9d-945a-975194fbc6d4,https://lda.senate.gov/filings/public/filing/12877582-941e-4d9d-945a-975194fbc6d4/print/
"BOOM TECHNOLOGY, INC.",Boom Technology,,15,2022-Q1,False,0,6b7fb15a-5fa0-4b38-9aa3-603b7116e060,https://lda.senate.gov/filings/public/filing/6b7fb15a-5fa0-4b38-9aa3-603b7116e060/print/
LOT SIXTEEN LLC,CENTER FOR LIQUEFIED NATURAL GAS,,1,2026-Q1,True,0,920c226b-ac64-44cc-9d2e-3b64900989ff,https://lda.senate.gov/filings/public/filing/920c226b-ac64-44cc-9d2e-3b64900989ff/print/
CHECKMATE GOVERNMENT RELATIONS,CFG FINANCIAL SERVICES LLC (FORMERLY KNOWN AS BRUCE ROBERTS),,6,2024-Q4,False,0,d0b21c15-a293-4f1f-8c65-a7be3d6dfcc8,https://lda.senate.gov/filings/public/filing/d0b21c15-a293-4f1f-8c65-a7be3d6dfcc8/print/
BRACY TUCKER BROWN & VALANZANO DBA BROWN & ASSOCIATES,CHILDHELP,,17,2022-Q1,False,0,7a6c1918-82b5-42f8-9a68-02c5c736cc2c,https://lda.senate.gov/filings/public/filing/7a6c1918-82b5-42f8-9a68-02c5c736cc2c/print/
FOLEY & LARDNER LLP,CIOX HEALTH,,17,2022-Q1,False,0,a686260d-771a-49e1-abc0-1ddda8a0ffa2,https://lda.senate.gov/filings/public/filing/a686260d-771a-49e1-abc0-1ddda8a0ffa2/print/
"STRATEGICS CONSULTING, LLC","CITY OF NEW BERN, NC",,12,2023-Q2,False,0,c930eb9b-1408-42b9-a53c-a60dcd81f434,https://lda.senate.gov/filings/public/filing/c930eb9b-1408-42b9-a53c-a60dcd81f434/print/
"DSD ADVISORS, LLC",CITY OF NORWOOD,,4,2025-Q2,False,0,98a276b6-fde3-4179-9318-132a3c46b10f,https://lda.senate.gov/filings/public/filing/98a276b6-fde3-4179-9318-132a3c46b10f/print/
"LONE STAR CONSULTING, LLC","CITY OF PALACIOS, TEXAS",,10,2023-Q3,False,0,64092f6f-7b86-418c-b26a-64b15a64f1f5,https://lda.senate.gov/filings/public/filing/64092f6f-7b86-418c-b26a-64b15a64f1f5/print/
FAEGRE DRINKER BIDDLE & REATH LLP,COLLABORATIVE FOR EFFECTIVE PRESCRIPTION OPIOID POLICIES,,17,2022-Q1,False,0,71f62780-48c4-4260-8110-c349fe475be7,https://lda.senate.gov/filings/public/filing/71f62780-48c4-4260-8110-c349fe475be7/print/
SR PARTNERS LLC (FKA SKOG RASMUSSEN LLC),COMMUNITY IMPACT ADVISORS OBO KUAKINI HEALTH SYSTEMS,,5,2025-Q1,False,0,087c2095-a7f6-4f0c-8bfe-6880d421eb95,https://lda.senate.gov/filings/public/filing/087c2095-a7f6-4f0c-8bfe-6880d421eb95/print/
POLICY DEVELOPMENT GROUP,COMMUNITY MEDICAL SERVICES,,11,2023-Q3,False,0,fd20792c-cb60-41cf-b105-ec8da3271238,https://lda.senate.gov/filings/public/filing/fd20792c-cb60-41cf-b105-ec8da3271238/print/
"K&L GATES, LLP",CONNECTFREE CORPORATION,,11,2023-Q3,False,0,f64f1293-b860-42c7-99ff-ad2e8651cb02,https://lda.senate.gov/filings/public/filing/f64f1293-b860-42c7-99ff-ad2e8651cb02/print/
"K&L GATES, LLP",COOS BAY CATALYST LLC,,8,2024-Q2,False,0,2c4aa773-dd80-4f78-b504-0a945b9d4d5c,https://lda.senate.gov/filings/public/filing/2c4aa773-dd80-4f78-b504-0a945b9d4d5c/print/
"K&L GATES, LLP",COURSERA INC.,,17,2022-Q1,False,0,02b023b4-0af6-4151-8355-f80ff905fc4f,https://lda.senate.gov/filings/public/filing/02b023b4-0af6-4151-8355-f80ff905fc4f/print/
AKIN GUMP STRAUSS HAUER & FELD,CPS Energy,,9,2024-Q1,False,0,44f9034c-3d9c-4591-9876-e99eed30ccfc,https://lda.senate.gov/filings/public/filing/44f9034c-3d9c-4591-9876-e99eed30ccfc/print/
PILLSBURY WINTHROP SHAW PITTMAN LLP,"CPS PROFESSIONAL SERVICES, LLC DBA CATHEXIS",,5,2025-Q1,False,0,de0f986e-4c51-4472-be12-91b6ed2433d1,https://lda.senate.gov/filings/public/filing/de0f986e-4c51-4472-be12-91b6ed2433d1/print/
BUCHANAN INGERSOLL & ROONEY PC,"CRO, LLC",,16,2022-Q2,False,0,6959fe6b-03eb-4eb5-a4b4-be7e66f5a62b,https://lda.senate.gov/filings/public/filing/6959fe6b-03eb-4eb5-a4b4-be7e66f5a62b/print/
CAPSTONE NATIONAL PARTNERS,CUNA Mutual Group,,17,2022-Q1,False,0,fa9c392a-3802-4717-9cb0-fde6fc9eb9de,https://lda.senate.gov/filings/public/filing/fa9c392a-3802-4717-9cb0-fde6fc9eb9de/print/
CAPITOL COUNSEL LLC,"CYBERTRAN INTERNATIONAL, INC.",,10,2023-Q4,False,0,de36f1ee-5465-4a4a-b6fc-04bad46a5e2d,https://lda.senate.gov/filings/public/filing/de36f1ee-5465-4a4a-b6fc-04bad46a5e2d/print/
"MANATT, PHELPS, AND PHILLIPS",Calvary Hospital,,13,2023-Q1,False,0,2df2af1c-23bc-4864-9018-7db209efe5e3,https://lda.senate.gov/filings/public/filing/2df2af1c-23bc-4864-9018-7db209efe5e3/print/
SQUIRE PATTON BOGGS,Central American Bank for Economic Integration (CABEI),,10,2023-Q4,False,0,58c64995-c38b-43ce-9c45-c85191b9b4f9,https://lda.senate.gov/filings/public/filing/58c64995-c38b-43ce-9c45-c85191b9b4f9/print/
"CAPITOL PARTNERS, LLC",Cleveland Water Alliance,,12,2023-Q1,False,0,4a5dee79-292f-49b7-884a-f0ef138a1912,https://lda.senate.gov/filings/public/filing/4a5dee79-292f-49b7-884a-f0ef138a1912/print/
SQUIRE PATTON BOGGS,Coalition Against Unjust Sentencing,,14,2022-Q4,False,0,75b408d8-4302-444f-882c-6ff679becabf,https://lda.senate.gov/filings/public/filing/75b408d8-4302-444f-882c-6ff679becabf/print/
TANAGRA ENTERPRISES LLC,Cognitive Space,,3,2025-Q3,False,0,d1de4124-27aa-44f7-83cb-f7b4ca2d81ef,https://lda.senate.gov/filings/public/filing/d1de4124-27aa-44f7-83cb-f7b4ca2d81ef/print/
BRITTANY RAMIREZ,"Competitive Markets Action, Inc.",,3,2025-Q3,False,0,d8d13de2-7479-4859-a5b5-334334889ae3,https://lda.senate.gov/filings/public/filing/d8d13de2-7479-4859-a5b5-334334889ae3/print/
HOGAN LOVELLS US LLP,Corning Incorporated,,17,2022-Q1,False,0,8573855e-dfae-40db-8583-35ae2e25c37b,https://lda.senate.gov/filings/public/filing/8573855e-dfae-40db-8583-35ae2e25c37b/print/
AKIN GUMP STRAUSS HAUER & FELD,"DCI GROUP AZ LLC (FKA DCI GROUP AZ, L.L.C.)",,3,2025-Q3,False,0,ffcf1abb-c796-46f5-8baa-fedfb9b40869,https://lda.senate.gov/filings/public/filing/ffcf1abb-c796-46f5-8baa-fedfb9b40869/print/
FOLEY & LARDNER LLP,"DEPHY, INC.",,17,2022-Q1,False,0,38842116-c900-4447-8219-b4252f61e08d,https://lda.senate.gov/filings/public/filing/38842116-c900-4447-8219-b4252f61e08d/print/
STRATEGIC HEALTH CARE,DONOR NETWORK WEST,,15,2022-Q3,False,0,1865885a-a5a1-40b1-9471-d4878a6604b7,https://lda.senate.gov/filings/public/filing/1865885a-a5a1-40b1-9471-d4878a6604b7/print/
MCGUIREWOODS CONSULTING (A SUBSIDIARY OF MCGUIREWOODS LLP),"DUPAGE COUNTY, IL",,9,2024-Q1,False,0,afbf61d0-3151-412e-9d18-ea384867752f,https://lda.senate.gov/filings/public/filing/afbf61d0-3151-412e-9d18-ea384867752f/print/
"TUSK STRATEGIES, LLC",Delta Solutions Group LLC,,4,2025-Q2,False,0,d09637c8-51b8-4c26-a058-7f1171fd0522,https://lda.senate.gov/filings/public/filing/d09637c8-51b8-4c26-a058-7f1171fd0522/print/
"CORNERSTONE GOVERNMENT AFFAIRS, INC.",Dillard University,,5,2025-Q1,False,0,feb57f89-5f2e-4bd3-8ee9-3a81874f5814,https://lda.senate.gov/filings/public/filing/feb57f89-5f2e-4bd3-8ee9-3a81874f5814/print/
"BOCKORNY GROUP, INC.",EAGLE EXPRESS LINES,,5,2025-Q1,False,0,04246490-9ba3-4813-94a0-c5e8b0edf9d1,https://lda.senate.gov/filings/public/filing/04246490-9ba3-4813-94a0-c5e8b0edf9d1/print/
BOSE PUBLIC AFFAIRS GROUP,EARN TO LEARN,,8,2022-Q1,False,0,5a462b50-9e6d-40fc-9255-48b122a41b33,https://lda.senate.gov/filings/public/filing/5a462b50-9e6d-40fc-9255-48b122a41b33/print/
SQUIRE PATTON BOGGS,EDISON S.P.A.,,10,2023-Q4,False,0,b6c27480-95f2-43c9-bede-f40f9c986ced,https://lda.senate.gov/filings/public/filing/b6c27480-95f2-43c9-bede-f40f9c986ced/print/
"ELWELL & ASSOCIATES, LLC",ELBIT SYSTEMS CYCLONE LTD.,,4,2025-Q2,False,0,b7132788-15fd-4f3d-962d-aeea41f179fa,https://lda.senate.gov/filings/public/filing/b7132788-15fd-4f3d-962d-aeea41f179fa/print/
ECHELON GOVERNMENT AFFAIRS,ELECTRONINKS,,13,2023-Q1,False,0,6b9d695f-2a1f-46b0-9f90-e82be8011882,https://lda.senate.gov/filings/public/filing/6b9d695f-2a1f-46b0-9f90-e82be8011882/print/
ELITE REAL ESTATE & FINANCE LLC,ELITE REAL ESTATE & FINANCE LLC,,3,2025-Q3,False,0,35bc9a4c-a1ef-44f6-a00e-789247d600f4,https://lda.senate.gov/filings/public/filing/35bc9a4c-a1ef-44f6-a00e-789247d600f4/print/
CAPSTONE NATIONAL PARTNERS,"ENDECE, LLC",,17,2022-Q1,False,0,2eb7fbf6-fa9d-4f7a-8224-ce080b891857,https://lda.senate.gov/filings/public/filing/2eb7fbf6-fa9d-4f7a-8224-ce080b891857/print/
THE MADISON GROUP,EXECUTIVE LEADERSHIP COUNCIL,,17,2022-Q1,False,0,21f90d22-03fe-4b48-af04-c482b89e81b5,https://lda.senate.gov/filings/public/filing/21f90d22-03fe-4b48-af04-c482b89e81b5/print/
"EXODUS MOVEMENT, INC.","EXODUS MOVEMENT, INC.",,5,2025-Q1,False,0,305d21a5-4729-4fec-b45d-d7ae289df76b,https://lda.senate.gov/filings/public/filing/305d21a5-4729-4fec-b45d-d7ae289df76b/print/
DLA PIPER LLP (US),Eli Lilly & Company,,8,2024-Q2,False,0,effe08bc-dc0f-4bdf-9307-f97045064f7a,https://lda.senate.gov/filings/public/filing/effe08bc-dc0f-4bdf-9307-f97045064f7a/print/
"K&L GATES, LLP",Engine No. 1 LP,,13,2023-Q1,False,0,71f37c6c-8996-4d55-abd8-606b41ed3fca,https://lda.senate.gov/filings/public/filing/71f37c6c-8996-4d55-abd8-606b41ed3fca/print/
"CONSERVATION PATHWAYS, LLC",Environmental Defense Action Fund,,17,2022-Q1,False,0,06ec9fe7-3ab3-4848-98b7-df179d114347,https://lda.senate.gov/filings/public/filing/06ec9fe7-3ab3-4848-98b7-df179d114347/print/
THE ROOSEVELT GROUP,ExThera Medical Corporation,,10,2023-Q4,False,0,988086e5-a2e4-4e82-aa9e-7ae9877e71d9,https://lda.senate.gov/filings/public/filing/988086e5-a2e4-4e82-aa9e-7ae9877e71d9/print/
EXACT SCIENCES,Exact Sciences,,17,2022-Q1,False,0,457d6381-a36f-4c0d-bef2-805452f1e535,https://lda.senate.gov/filings/public/filing/457d6381-a36f-4c0d-bef2-805452f1e535/print/
"WILLIAMS AND JENSEN, PLLC",FIBER INDUSTRIES LLC (DBA DARLING FIBERS),,17,2022-Q1,False,0,978da5f4-6bff-4bf1-8839-9e656cd0d51f,https://lda.senate.gov/filings/public/filing/978da5f4-6bff-4bf1-8839-9e656cd0d51f/print/
HANKA ADVISOR LLC,FLAGSHIP ENTERPRISE CENTER,,17,2022-Q1,False,0,abcc3ad6-caab-43fd-966e-e51b7afd57a3,https://lda.senate.gov/filings/public/filing/abcc3ad6-caab-43fd-966e-e51b7afd57a3/print/
THE ROYER LAW FIRM (FORMERLY ROYER & BROOKS),"FLUSHING BANK, NA",,17,2022-Q1,False,0,12073946-c990-4c50-8d8b-55c80a049bcf,https://lda.senate.gov/filings/public/filing/12073946-c990-4c50-8d8b-55c80a049bcf/print/
SQUIRE PATTON BOGGS,FOODSHED.IO,,17,2022-Q1,False,0,7ac179b4-4a5c-4afb-a579-b4ee048fd6ac,https://lda.senate.gov/filings/public/filing/7ac179b4-4a5c-4afb-a579-b4ee048fd6ac/print/
ACCELERATE STRATEGIES,FOOTBALL FOR PEACE FOUNDATION,,8,2024-Q2,False,0,87c259e8-a1ea-42dc-bc30-c67963d8868a,https://lda.senate.gov/filings/public/filing/87c259e8-a1ea-42dc-bc30-c67963d8868a/print/
MR. C. TUCKER ANDERSON,"FRAZIER & FRAZIER INDUSTRIES, INC.",,8,2024-Q2,False,0,4a441ee8-be10-4802-bc6c-5578018617c6,https://lda.senate.gov/filings/public/filing/4a441ee8-be10-4802-bc6c-5578018617c6/print/
JAVELIN ADVISORS LLC,FRED DAIBES,,5,2025-Q1,False,0,8ac58682-a6c2-4deb-95e4-20fa3ccb06d1,https://lda.senate.gov/filings/public/filing/8ac58682-a6c2-4deb-95e4-20fa3ccb06d1/print/
"SHUMAKER ADVISORS, LLC","FRIO VALLEY INFRASTRUCTURE, LLC",,17,2022-Q1,False,0,02341428-2793-42df-9e89-be531c90f8f0,https://lda.senate.gov/filings/public/filing/02341428-2793-42df-9e89-be531c90f8f0/print/
FUND FOR A BETTER FUTURE,FUND FOR A BETTER FUTURE,,7,2024-Q3,False,0,4339a01e-eea4-4bec-ac57-8c61db33be83,https://lda.senate.gov/filings/public/filing/4339a01e-eea4-4bec-ac57-8c61db33be83/print/
FARM ACTION FUND,Farm Action Fund,,8,2023-Q1,False,0,f6aa0802-62f7-40e2-8e49-730a1fefc43e,https://lda.senate.gov/filings/public/filing/f6aa0802-62f7-40e2-8e49-730a1fefc43e/print/
JAKE PERRY + PARTNERS,"Flint Cooper, LLC",,9,2024-Q1,False,0,47cf609f-9029-4ece-b84b-01fef63a5779,https://lda.senate.gov/filings/public/filing/47cf609f-9029-4ece-b84b-01fef63a5779/print/
FORBES-TATE,GL HOMES,,17,2022-Q1,False,0,89d6918e-4a59-49b6-8fef-e2d9e5145774,https://lda.senate.gov/filings/public/filing/89d6918e-4a59-49b6-8fef-e2d9e5145774/print/
DIROMA ECK & CO. LLP,"GOLDEN ASIA CAPITAL, LTD.",,3,2025-Q3,False,0,23536d8c-1713-4cad-86b9-c89d8a73d0e4,https://lda.senate.gov/filings/public/filing/23536d8c-1713-4cad-86b9-c89d8a73d0e4/print/
THOMPSON COBURN LLP,GRANITE EDVANCE (FORMERLY NEW HAMPSHIRE HIGHER EDUCATION LOAN CORPORATION),,17,2022-Q1,False,0,8348bc8f-b86c-4df2-a25a-404559fc85bd,https://lda.senate.gov/filings/public/filing/8348bc8f-b86c-4df2-a25a-404559fc85bd/print/
THE ROOSEVELT GROUP,GREATER MIAMI CHAMBER OF COMMERCE,,12,2023-Q2,False,0,45eb525e-fe6a-4e4e-a90f-6bb09f2976f4,https://lda.senate.gov/filings/public/filing/45eb525e-fe6a-4e4e-a90f-6bb09f2976f4/print/
"K&L GATES, LLP",GREENFIELD EXPORTS LLC,,15,2022-Q3,False,0,5571778a-53d8-47d9-848f-0d764f158d50,https://lda.senate.gov/filings/public/filing/5571778a-53d8-47d9-848f-0d764f158d50/print/
"TAFT STETTINIUS & HOLLISTER LLP DBA TAFT ADVISORS LLC FKA (TAFT, STETTINIUS & HOLLISTER, LLP)",General Atomics,,17,2022-Q1,False,0,d47925df-e175-48ad-8f29-e39206b98028,https://lda.senate.gov/filings/public/filing/d47925df-e175-48ad-8f29-e39206b98028/print/
"HAWAIIAN AIRLINES, INC.","HAWAIIAN AIRLINES, INC.",,17,2022-Q1,False,0,729464d7-b3b0-40ba-a3d9-3397d0cabe07,https://lda.senate.gov/filings/public/filing/729464d7-b3b0-40ba-a3d9-3397d0cabe07/print/
BRACEWELL LLP,HONDA NORTH AMERICA INC,,17,2022-Q1,False,0,3bf13b79-f7c9-4317-8fb6-2151c3cfab91,https://lda.senate.gov/filings/public/filing/3bf13b79-f7c9-4317-8fb6-2151c3cfab91/print/
J M BURKMAN & ASSOCIATES,HOOPS AND FITNESS,,17,2022-Q1,False,0,912b5295-7ad3-4cdf-8b30-f8661f441af7,https://lda.senate.gov/filings/public/filing/912b5295-7ad3-4cdf-8b30-f8661f441af7/print/
"MADISON SERVICES GROUP, INC",HUBZONE CONTRACTORS NATIONAL COUNCIL,,17,2022-Q1,False,0,70f5c2c1-97cb-4da3-a40a-599c4fcde69c,https://lda.senate.gov/filings/public/filing/70f5c2c1-97cb-4da3-a40a-599c4fcde69c/print/
HUMAN COALITION ACTION,HUMAN COALITION ACTION,,8,2024-Q2,False,0,c1c91b6e-7d05-45e0-9562-6668a02d7efd,https://lda.senate.gov/filings/public/filing/c1c91b6e-7d05-45e0-9562-6668a02d7efd/print/
BRACEWELL LLP,"HUNTER DOUGLAS, INC.",,17,2022-Q1,False,0,24d45769-3544-459f-bcdd-c8e00f5b19c2,https://lda.senate.gov/filings/public/filing/24d45769-3544-459f-bcdd-c8e00f5b19c2/print/
DLA PIPER LLP (US),HYUNDAI MOTOR AMERICA,,13,2023-Q1,False,0,505c9dc8-c1a2-4194-890a-de5b6eed36cf,https://lda.senate.gov/filings/public/filing/505c9dc8-c1a2-4194-890a-de5b6eed36cf/print/
CAPITOL COUNSEL LLC,Healing Breakthrough,,7,2024-Q3,False,0,3850bd59-de20-47a6-96b3-47d17fb18640,https://lda.senate.gov/filings/public/filing/3850bd59-de20-47a6-96b3-47d17fb18640/print/
"K&L GATES, LLP",Hecla Mining Company,,17,2022-Q1,False,0,d04e2a40-fa17-44dd-ad43-11029bcfd07b,https://lda.senate.gov/filings/public/filing/d04e2a40-fa17-44dd-ad43-11029bcfd07b/print/
IAC INC. (FORMERLY IAC/INTERACTIVECORP),IAC,,17,2022-Q1,False,0,8bc0f350-8896-484a-8096-fd95e5f1003f,https://lda.senate.gov/filings/public/filing/8bc0f350-8896-484a-8096-fd95e5f1003f/print/
"BALLARD PARTNERS, LLC",ILYA ALEKSEEVICH GOLUBOVICH,,6,2024-Q4,False,0,3971673e-0b5b-4ccc-b31d-1d6b3eeaacea,https://lda.senate.gov/filings/public/filing/3971673e-0b5b-4ccc-b31d-1d6b3eeaacea/print/
WASHINGTON MATTERS LLC,INDUSTRY COUNCIL FOR TANGIBLE ASSETS,,13,2023-Q1,False,0,e0bf7fe9-c038-4b28-b69e-5cb5a24e8cbc,https://lda.senate.gov/filings/public/filing/e0bf7fe9-c038-4b28-b69e-5cb5a24e8cbc/print/
AMERICAN DEFENSE INTERNATIONAL,"INFRASCAN, INC.",,7,2024-Q3,False,0,84c8a31b-9517-4d05-b60e-088806e6d82e,https://lda.senate.gov/filings/public/filing/84c8a31b-9517-4d05-b60e-088806e6d82e/print/
SIDLEY AUSTIN LLP,INSPUR GROUP CO. LTD.,,17,2022-Q1,False,0,2305b144-43ef-4ee5-8ed6-241ff0c47a69,https://lda.senate.gov/filings/public/filing/2305b144-43ef-4ee5-8ed6-241ff0c47a69/print/
INTEALTH,INTEALTH,,12,2023-Q2,False,0,4874e2a3-1065-40d3-ab84-35f666a6fb41,https://lda.senate.gov/filings/public/filing/4874e2a3-1065-40d3-ab84-35f666a6fb41/print/
HJ TOBIN POLICY CONSULTING,INTERACT: ADVOCATES FOR INTERSEX YOUTH (FKA INTERACT),,17,2022-Q1,False,0,77d87955-19fe-4864-bcc7-08363d23301f,https://lda.senate.gov/filings/public/filing/77d87955-19fe-4864-bcc7-08363d23301f/print/
GOODLAND ADVISORS,INTERIONET SYSTEMS,,5,2025-Q1,False,0,919a35df-1b3f-4649-b354-ac0c2ba717dd,https://lda.senate.gov/filings/public/filing/919a35df-1b3f-4649-b354-ac0c2ba717dd/print/
"TCH GROUP, LLC",INTERNATIONAL AFRICAN AMERICAN MUSEUM,,8,2024-Q2,False,0,32625f28-226c-4a07-b3be-d27f9a3a9c82,https://lda.senate.gov/filings/public/filing/32625f28-226c-4a07-b3be-d27f9a3a9c82/print/
CAPSTONE NATIONAL PARTNERS,INTERNATIONAL ASSOCIATION OF MEDICAL EQUIPMENT REMARKETERS AND SERVICERS,,17,2022-Q1,False,0,7467941b-5413-46b9-93a1-db327122adfd,https://lda.senate.gov/filings/public/filing/7467941b-5413-46b9-93a1-db327122adfd/print/
THE MADISON GROUP,INTERNET2,,8,2024-Q2,False,0,c7360a08-e8c3-46ea-91a9-af08cd412419,https://lda.senate.gov/filings/public/filing/c7360a08-e8c3-46ea-91a9-af08cd412419/print/
SMITHBUCKLIN CORPORATION,International Association of Airport Duty Free Stores,,17,2022-Q1,False,0,957ba793-48b8-4969-b7f4-66d4182bcae7,https://lda.senate.gov/filings/public/filing/957ba793-48b8-4969-b7f4-66d4182bcae7/print/
