quarter,date,member_name,party,state,chamber,title,url,src_file,src_line
2023-Q1,2023-03-29,Nanette Diaz Barragán,Democrat,CA,House,"Reps. Barragán, Blunt Rochester, Sen. Markey Lead Call for Stronger Air Quality Standards to Curb Deadly Soot Pollution",https://barragan.house.gov/2023/03/29/reps-barragan-blunt-rochester-sen-markey-lead-call-for-stronger-air-quality-standards-to-curb-deadly-soot-pollution/,congress_press/2023/2023-03.jsonl,2461
2023-Q1,2023-03-29,Lauren Boebert,Republican,CO,House,Boebert Energy Legislation Passes the House,https://boebert.house.gov/media/press-releases/boebert-energy-legislation-passes-house,congress_press/2023/2023-03.jsonl,2466
2023-Q1,2023-03-29,Ryan K. Zinke,Republican,MT,House,Congressman Zinke Demands Answers from DOI Officials at Appropriations Hearing,https://zinke.house.gov/media/press-releases/congressman-zinke-demands-answers-doi-officials-appropriations-hearing,congress_press/2023/2023-03.jsonl,2629
2023-Q1,2023-03-30,Rick W. Allen,Republican,GA,House,"Rep. Allen supports legislation to unleash American energy, lower costs",https://allen.house.gov/news/documentsingle.aspx?DocumentID=5629,congress_press/2023/2023-03.jsonl,2631
2023-Q1,2023-03-30,Mark E. Amodei,Republican,NV,House,Amodei Statement on the Lower Energy Costs Act,https://amodei.house.gov/news-releases/amodei-statement-lower-energy-costs-act,congress_press/2023/2023-03.jsonl,2632
2023-Q1,2023-03-30,Jodey C. Arrington,Republican,TX,House,Rep. Arrington Statement on H.R. 1,https://arrington.house.gov/news/documentsingle.aspx?DocumentID=964,congress_press/2023/2023-03.jsonl,2634
2023-Q1,2023-03-30,Mike Bost,Republican,IL,House,BOST VOTES FOR LOWER ENERGY COSTS FOR AMERICAN FAMILIES,https://bost.house.gov/2023/3/bost-votes-for-lower-energy-costs-for-american-families,congress_press/2023/2023-03.jsonl,2646
2023-Q1,2023-03-30,Tim Burchett,Republican,TN,House,Burchett votes for Lower Energy Costs Act; passes House,https://burchett.house.gov/media/press-releases/burchett-votes-lower-energy-costs-act-passes-house,congress_press/2023/2023-03.jsonl,2650
2023-Q1,2023-03-30,Ken Calvert,Republican,CA,House,Rep. Calvert Votes to Lower Energy Costs for American Families,https://calvert.house.gov/media/press-releases/rep-calvert-votes-lower-energy-costs-american-families,congress_press/2023/2023-03.jsonl,2651
2023-Q1,2023-03-30,Clay Higgins,Republican,LA,House,Higgins Helps Secure America’s Energy Independence,https://clayhiggins.house.gov/2023/03/30/higgins-helps-secure-americas-energy-independence/,congress_press/2023/2023-03.jsonl,2661
2023-Q1,2023-03-30,Tom Cole,Republican,OK,House,Cole Applauds House Passage of H.R. 1,https://cole.house.gov/media/press-releases/cole-applauds-house-passage-hr-1,congress_press/2023/2023-03.jsonl,2663
2023-Q1,2023-03-30,Dusty Johnson,Republican,SD,House,House Passes Historic Energy Security for Americans,https://dustyjohnson.house.gov/media/press-releases/house-passes-historic-energy-security-americans,congress_press/2023/2023-03.jsonl,2678
2023-Q1,2023-03-30,Tom Emmer,Republican,MN,House,"What They Are Saying: Emmer, Minnesotans Celebrate Passage of Lower Energy Costs Act",https://emmer.house.gov/media-center/press-releases/what-they-are-saying-emmer-minnesotans-celebrate-passage-of-lower-energy-costs-act,congress_press/2023/2023-03.jsonl,2681
2023-Q1,2023-03-30,Mike Ezell,Republican,MS,House,"House Passes H.R. 1, Including Amendment from Congressman Mike Ezell",https://ezell.house.gov/news/documentsingle.aspx?DocumentID=137,congress_press/2023/2023-03.jsonl,2685
2023-Q1,2023-03-30,Randy Feenstra,Republican,IA,House,Feenstra Votes to End President Biden’s Attacks on American Energy Production,https://feenstra.house.gov/media/press-releases/feenstra-votes-end-president-bidens-attacks-american-energy-production,congress_press/2023/2023-03.jsonl,2688
2023-Q1,2023-03-30,Scott Fitzgerald,Republican,WI,House,"Fitzgerald, House Republicans Pass H.R. 1, Lower Energy Costs Act",https://fitzgerald.house.gov/media/press-releases/fitzgerald-house-republicans-pass-hr-1-lower-energy-costs-act,congress_press/2023/2023-03.jsonl,2690
2023-Q1,2023-03-30,Sam Graves,Republican,MO,House,Graves Helps Lead Legislation to Lower Energy Costs,https://graves.house.gov/media/press-releases/graves-helps-lead-legislation-lower-energy-costs,congress_press/2023/2023-03.jsonl,2703
2023-Q1,2023-03-30,Harold Rogers,Republican,KY,House,Congressman Rogers Votes for Lower Energy Costs Act,https://halrogers.house.gov/press-releases?ID=129E4AFE-6374-408D-9058-845FA4E8ACC2,congress_press/2023/2023-03.jsonl,2708
2023-Q1,2023-03-30,Wesley Hunt,Republican,TX,House,For Immediate Release: Congressman Hunt Votes in favor of H.R.1 - Lower Energy Costs Act,https://hunt.house.gov/media/press-releases/immediate-release-congressman-hunt-votes-favor-hr1-lower-energy-costs-act,congress_press/2023/2023-03.jsonl,2720
2023-Q1,2023-03-30,"Thomas H. Kean, Jr.",Republican,NJ,House,Kean Applauds the Passage of the Lower Energy Costs Act,https://kean.house.gov/media/press-releases/kean-applauds-passage-lower-energy-costs-act,congress_press/2023/2023-03.jsonl,2732
2023-Q1,2023-03-30,Nicholas A. Langworthy,Republican,NY,House,"Congressman Nick Langworthy Votes to Pass H.R. 1, The Lower Energy Costs Act",https://langworthy.house.gov/media/press-releases/congressman-nick-langworthy-votes-pass-hr-1-lower-energy-costs-act,congress_press/2023/2023-03.jsonl,2735
2023-Q1,2023-03-30,Morgan Luttrell,Republican,TX,House,Luttrell Releases Statement on Passage of H.R. 1,https://luttrell.house.gov/media/press-releases/luttrell-releases-statement-passage-hr-1,congress_press/2023/2023-03.jsonl,2740
2023-Q1,2023-03-30,Tracey Mann,Republican,KS,House,"Rep. Mann Votes to Unleash American Energy,  Lower Costs",https://mann.house.gov/media/press-releases/rep-mann-votes-unleash-american-energy-lower-costs,congress_press/2023/2023-03.jsonl,2742
2023-Q1,2023-03-30,Michael T. McCaul,Republican,TX,House,"McCaul Votes to Unleash American Energy Production, Secure Critical Mineral Supply Chains",https://mccaul.house.gov/media-center/press-releases/mccaul-votes-unleash-american-energy-production-secure-critical-mineral,congress_press/2023/2023-03.jsonl,2747
2023-Q1,2023-03-30,Steve Scalise,Republican,LA,House,"House Passes Scalise’s Hallmark Energy Package to Lower American Energy Costs, Increase Offshore Revenue Sharing",https://scalise.house.gov/PRESS-RELEASES/House-Passes-Scalise%E2%80%99s-Hallmark-Energy-Package-to-Lower-American-Energy-Costs-%2CIncrease-Offshore-Revenue-Sharing,congress_press/2023/2023-03.jsonl,2784
2023-Q1,2023-03-30,Bryan Steil,Republican,WI,House,"Steil Votes to Lower Energy Costs, Unleash American Energy",https://steil.house.gov/media/press-releases/steil-votes-to-lower-energy-costs-unleash-american-energy,congress_press/2023/2023-03.jsonl,2794
2023-Q1,2023-03-30,Claudia Tenney,Republican,NY,House,Congresswoman Tenney Votes for Legislation to Unleash American Energy Production,https://tenney.house.gov/media/press-releases/congresswoman-tenney-votes-legislation-unleash-american-energy-production,congress_press/2023/2023-03.jsonl,2805
2023-Q1,2023-03-30,Thomas P. Tiffany,Republican,WI,House,Rep. Tiffany Statement on the Lower Energy Costs Act,https://tiffany.house.gov/media/press-releases/rep-tiffany-statement-lower-energy-costs-act,congress_press/2023/2023-03.jsonl,2807
2023-Q1,2023-03-30,David G. Valadao,Republican,CA,House,Congressman Valadao’s Permitting Reform Passes House,https://valadao.house.gov/news/documentsingle.aspx?DocumentID=585,congress_press/2023/2023-03.jsonl,2816
2023-Q1,2023-03-30,"Randy K. Weber, Sr.",Republican,TX,House,"Rep. Weber Celebrates House Passage of H.R. 1, the Lower Energy Costs Act",https://weber.house.gov/news/documentsingle.aspx?DocumentID=1601,congress_press/2023/2023-03.jsonl,2823
2023-Q1,2023-03-30,Mitch McConnell,Republican,KY,Senate,McConnell Applauds House’s Landmark H.R. 1,https://www.mcconnell.senate.gov/public/index.cfm/pressreleases?ID=0025C910-E8EA-47AB-8180-B39418B88AA0,congress_press/2023/2023-03.jsonl,2850
2023-Q1,2023-03-31,Suzan K. DelBene,Democrat,WA,House,DelBene Statement on Treasury EV Guidance,https://delbene.house.gov/news/documentsingle.aspx?DocumentID=3447,congress_press/2023/2023-03.jsonl,2897
2023-Q1,2023-03-31,Carol D. Miller,Republican,WV,House,"Miller, Pfluger Send Letter to Sec. Yellen & Commissioner Werfel on Provisions to the IRA",https://miller.house.gov/media/press-releases/miller-pfluger-send-letter-sec-yellen-commissioner-werfel-provisions-ira,congress_press/2023/2023-03.jsonl,2932
2023-Q2,2023-04-02,Michelle Fischbach,Republican,MN,House,Rep. Fischbach on the Lower Energy Costs Act,https://fischbach.house.gov/2023/4/rep-fischbach-on-the-lower-energy-costs-act,congress_press/2023/2023-04.jsonl,4
2023-Q2,2023-04-04,Tom Emmer,Republican,MN,House,Emmer Hosts Minnesota Energy Roundtable,https://emmer.house.gov/media-center/press-releases/emmer-hosts-minnesota-energy-roundtable,congress_press/2023/2023-04.jsonl,101
2023-Q2,2023-04-04,Ted Cruz,Republican,TX,Senate,FACT SHEET: Sen. Cruz Delivers on Texas Jobs,https://www.cruz.senate.gov/newsroom/press-releases/fact-sheet-sen-cruz-delivers-on-texas-jobs,congress_press/2023/2023-04.jsonl,148
2023-Q2,2023-04-04,Ted Cruz,Republican,TX,Senate,"Sen. Cruz Tours East Texas Factories, Participates in Leadership Roundtable",https://www.cruz.senate.gov/newsroom/press-releases/sen-cruz-tours-east-texas-factories-participates-in-leadership-roundtable,congress_press/2023/2023-04.jsonl,150
2023-Q2,2023-04-05,Daniel Meuser,Republican,PA,House,Meuser Introduces Bill to Support U.S. Battery Industry,https://meuser.house.gov/media/press-releases/meuser-introduces-bill-support-us-battery-industry,congress_press/2023/2023-04.jsonl,202
2023-Q2,2023-04-07,Nanette Diaz Barragán,Democrat,CA,House,Barragán and Joyce Reintroduce the Access to Innovative Treatments Act,https://barragan.house.gov/2023/04/07/barragan-and-joyce-reintroduce-the-access-to-innovative-treatments-act/,congress_press/2023/2023-04.jsonl,359
2023-Q2,2023-04-10,Chrissy Houlahan,Democrat,PA,House,"Capitol Hill lawmakers vow to end U.S. drug shortages, dependency on Chinese pharma",https://houlahan.house.gov/news/documentsingle.aspx?DocumentID=3308,congress_press/2023/2023-04.jsonl,448
2023-Q2,2023-04-12,Nanette Diaz Barragán,Democrat,CA,House,Barragán Statement on New Car and Truck Pollution Rules from EPA,https://barragan.house.gov/2023/04/12/barragan-statement-on-new-car-and-truck-pollution-rules-from-epa/,congress_press/2023/2023-04.jsonl,552
2023-Q2,2023-04-13,"Eric A. ""Rick"" Crawford",Republican,AR,House,Crawford Slams Biden's Absurd Electric Vehicle Rule,https://crawford.house.gov/media/press-releases/crawford-slams-biden-s-absurd-electric-vehicle-rule,congress_press/2023/2023-04.jsonl,654
2023-Q2,2023-04-13,Mike Flood,Republican,NE,House,Congressman Flood: Biden's New Auto Rule Threatens Nebraska's Rural Communities,https://flood.house.gov/media/press-releases/congressman-flood-bidens-new-auto-rule-threatens-nebraskas-rural-communities,congress_press/2023/2023-04.jsonl,660
2023-Q2,2023-04-18,Ted Cruz,Republican,TX,Senate,"Sen. Cruz, Colleagues Reintroduce Bill to Eliminate Chemical Tax",https://www.cruz.senate.gov/newsroom/press-releases/sen-cruz-colleagues-reintroduce-bill-to-eliminate-chemical-tax,congress_press/2023/2023-04.jsonl,1012
2023-Q2,2023-04-19,Jim Costa,Democrat,CA,House,"Costa, Owens Reintroduce Bipartisan Mining Schools Act",https://costa.house.gov/media/press-releases/costa-owens-reintroduce-bipartisan-mining-schools-act,congress_press/2023/2023-04.jsonl,1067
2023-Q2,2023-04-19,Mitch McConnell,Republican,KY,Senate,Republicans Want More American Energy Dominance. Democrats Want Less.,https://www.mcconnell.senate.gov/public/index.cfm/pressreleases?ID=C47FC115-5EF9-4509-9421-FFA790F3EBBB,congress_press/2023/2023-04.jsonl,1192
2023-Q2,2023-04-20,Tom Cotton,Republican,AR,Senate,Senators: No Tax Credits for European Countries Without Increased Support for Ukraine,https://www.cotton.senate.gov/news/press-releases/senators-no-tax-credits-for-european-countries-without-increased-support-for-ukraine,congress_press/2023/2023-04.jsonl,1351
2023-Q2,2023-04-20,"Angus S. King, Jr.",Independent,ME,Senate,Energy Secretary Supports King Streamlined Permitting Agenda for Achieving Clean Energy Future,https://www.king.senate.gov/newsroom/press-releases/energy-secretary-supports-king-streamlined-permitting-agenda-for-achieving-clean-energy-future,congress_press/2023/2023-04.jsonl,1364
2023-Q2,2023-04-20,"Angus S. King, Jr.",Independent,ME,Senate,"King, Tonko, Huffman Introduce Bill to Study Solar Energy Potential of Floating Panels",https://www.king.senate.gov/newsroom/press-releases/king-tonko-huffman-introduce-bill-to-study-solar-energy-potential-of-floating-panels,congress_press/2023/2023-04.jsonl,1365
2023-Q2,2023-04-23,Charles E. Schumer,Democrat,NY,Senate,"SCHUMER, GILLIBRAND, TORRES: CHEAP, CHINESE-MADE LITHIUM-ION BATTERIES ARE SHORT CIRCUITING & EXPLODING MORE & MORE ACROSS NY; ON HEELS OF MAJOR FIRES, INJURIES & SPIKING NUMBERS, SENATORS PUSH...",https://www.schumer.senate.gov/newsroom/press-releases/schumer-gillibrand-torres-cheap-chinese-made-lithium-ion-batteries-are-short-circuiting-and-exploding-more_more-across-ny-on-heels-of-major-fires-injuries--spiking-numbers-senators-push-bipartisan-plan-to-regulate-the-most-common-but-very-dangerous-batteries-in-scooters-e-bikes--more-fdny-backs-plan-as-fires-climb,congress_press/2023/2023-04.jsonl,1508
2023-Q2,2023-04-25,Eric Swalwell,Democrat,CA,House,Swalwell and Reschenthaler Introduce Bill to Incentivize American-Made Magnets,https://swalwell.house.gov/media-center/press-releases/swalwell-and-reschenthaler-introduce-bill-incentivize-american-made,congress_press/2023/2023-04.jsonl,1647
2023-Q2,2023-04-25,Mike Crapo,Republican,ID,Senate,Crapo Sponsors Legislation to Protect Mining in the West,https://www.crapo.senate.gov/media/newsreleases/crapo-sponsors-legislation-to-protect-mining-in-the-west,congress_press/2023/2023-04.jsonl,1666
2023-Q2,2023-04-26,Gary J. Palmer,Republican,AL,House,"Statement on The Passage of The Limit, Save, Grow Act",https://palmer.house.gov/media-center/press-releases/statement-passage-limit-save-grow-act,congress_press/2023/2023-04.jsonl,1835
2023-Q2,2023-04-26,Paul Tonko,Democrat,NY,House,Tonko Condemns Partisan Hearing that Ignores Realities of Climate Change,https://tonko.house.gov/news/documentsingle.aspx?DocumentID=3877,congress_press/2023/2023-04.jsonl,1883
2023-Q2,2023-04-26,Charles E. Schumer,Democrat,NY,Senate,SCHUMER: THE HOUSE’S EXTREME DEBT CEILING “PLAN” IS A GUT PUNCH TO UPSTATE NY– WILL SEND US CLOSER TO DEFAULT & JEOPARDIZING VITAL PROGRAMS UPSTATE FAMILIES RELY ON; SENATOR BREAKS DOWN IMPACTS THAT...,https://www.schumer.senate.gov/newsroom/press-releases/schumer-the-houses-extreme-debt-ceiling-plan-is-a-gut-punch-to-upstate-ny-will-send-us-closer-to-default-and-jeopardizing-vital-programs-upstate-families-rely-on-senator-breaks-down-impacts-that-would-ripple-throughout-ny,congress_press/2023/2023-04.jsonl,1941
2023-Q2,2023-04-28,Nanette Diaz Barragán,Democrat,CA,House,Barragán Introduces the Returning Home Act,https://barragan.house.gov/2023/04/28/barragan-introduces-the-returning-home-act/,congress_press/2023/2023-04.jsonl,2113
2023-Q2,2023-04-28,Nanette Diaz Barragán,Democrat,CA,House,Rep. Barragán Applauds New Locomotive Rule in California,https://barragan.house.gov/2023/04/28/rep-barragan-applauds-new-locomotive-rule-in-california/,congress_press/2023/2023-04.jsonl,2114
2023-Q2,2023-04-28,Guy Reschenthaler,Republican,PA,House,"Reschenthaler: House GOP’s Limit, Save, Grow Act Forces Biden to the Negotiating Table",https://reschenthaler.house.gov/media/press-releases/reschenthaler-house-gops-limit-save-grow-act-forces-biden-to-the-negotiating-table,congress_press/2023/2023-04.jsonl,2203
2023-Q2,2023-04-28,Dan Sullivan,Republican,AK,Senate,"Sullivan, Rick Scott Introduce DIRTY CAR EV Act to Reveal Truth Behind Carbon Footprint of Electric Vehicles",https://www.sullivan.senate.gov/newsroom/press-releases/sullivan-rick-scott-introduce-dirty-car-ev-act-to-reveal-truth-behind-carbon-footprint-of-electric-vehicles,congress_press/2023/2023-04.jsonl,2261
2023-Q2,2023-05-02,"Sanford D. Bishop, Jr.",Democrat,GA,House,CONGRESSMAN BISHOP ANNOUNCES 2ND CONGRESSIONAL DISTRICT ART COMPETITION WINNERS,https://bishop.house.gov/media-center/press-releases/congressman-bishop-announces-2nd-congressional-district-art-competition-winners,congress_press/2023/2023-05.jsonl,92
